,Username,Number of Comments,Comments,Number of Products Commented,Products Commented,Mean Rating
182,1kjsyroomc,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},4.0
183,1knqsrc18q,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
184,1laqtahd0h,1,"['It’s good, but way too soft even at max volume. You do get what you paid for']",1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},4.0
185,1mcwpkqn0j,1,"[""Performance: haven't tried yet\nHaven't tried yet,""]",1,{'c2e30517-ffa0-47b0-841e-2748f3f0e59d': 1},4.0
186,1mran.96,1,['Performance: Working well\nValue For Money: Yes\nFast delivery. Satisfied with purchase. Thank you!'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
187,1mvt9wcag9,0,[nan],1,{'98cb8c2f-bf04-404d-9d7c-c4b8960e253b': 1},5.0
188,1n1gfq2gi0,1,['Fast delivery the product is very good I recommend'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
189,1nuvq77dze,1,['It works very helpful thanks seller'],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
190,1ov7_fbhg5,0,[nan],1,{'7245f812-e507-4b1c-8e73-78c41afc3744': 1},5.0
191,1p688ccd_c,0,[nan],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
192,1pbt1o7k0u,0,"[nan, nan]",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
193,1r8726alca,1,"['Smaller than thought, ok quality\nThe sound area is faint. The singing is reversed than the music machine\nGood weight Anc some ear clamps']",1,{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1},4.0
194,1r_6j_4tw_,1,"['He is perfect, I love it 🥰']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
195,1rf4ns,0,"[nan, nan]",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2},5.0
196,1rwan05,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},4.0
197,1rwcejs8uk,0,[nan],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
198,1s0lvobp7p,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
199,1sp9xwh_6j,1,['Better than I imagined seriously'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
200,1tsn7qvyw8,0,[nan],1,{'686a7024-e0ea-459f-81a5-e06b947b3c88': 1},5.0
201,1unzd1ncva,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
202,1uscc4j83u,1,['So cute. Is plushy and small. Highly recommended.  Took less than 1 week.'],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},5.0
203,1verena_,1,"['I thought it was beautiful, loud, clean sound, the only thing I found bad was that if you stay in the ear for a long time it ends up having a little pain.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
204,1vh_ghqp8s,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
205,1vivfngvv9,1,['Performance: 7/10\nBest Feature(s): aesthetic\nValue For Money: yesss\nIts very aesthetic!!! Love the khaki colourrr'],1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
206,1vjxzszivu,1,['the product is good and this is my second purchase'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
207,1vwj3axeu7,1,['Received item fast as expected.  Husband likes it.'],1,{'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1},5.0
208,1wunvyera8,0,"[nan, nan]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 2},5.0
209,1xtj3et2rg,1,"['Very good it took a little longer arrived nothing out of the ordinary the phone is loud very good, light but you can see that it is resistant a little uncomfortable but it is just acustumar']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
210,1ylg61u5f9,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
211,2*****1,1,"['Best Feature(s): good sound and bluetooth connection\nValue For Money: yes\nPerformance: good\nused it for a day and it has been good so far. sound is good.', nan]",2,"{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 1}",4.5
212,2*****5,1,"['Performance:  good, two2 can be heard\nQuality:  light, nice color, beautiful\nTq seller. Items arrived quickly. Order 26/2..ship out 27/2..receive 1/3']",1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
213,2*****b,1,['Box was abit dented upon receiving but the product is pretty good with the sound quality. The material is comfortable for both ears and hope the battery holds.'],1,{'721400c6-5f27-40ef-9340-2636c26ed97c': 1},5.0
214,2*****e,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
215,2*****f,1,['Best Feature(s): No\nPerformance: Bad\nValue For Money: Not value\nThe box is damaged and totally not worth of money cause sound not clear.Connection also not good.Can heard the parts inside are loose once u shake it.\nIt took very long time to arrive.Not local seller actually'],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},1.0
216,2*****g,2,"['Perfect for music and also for monitoring work. Works perfectly and in good condition when we receive it. Item shipping was quick and overall we are satisfied', 'Performance: Very good\nQuality: Value for money\nMy boys like the headphones very much. Sound excellent. Nice design.']",1,{'721400c6-5f27-40ef-9340-2636c26ed97c': 2},5.0
217,2*****k,1,['Volume a bit soft'],1,{'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1},5.0
218,2*****m,1,['Good basic headset..... Good enough for casual gamers.....'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
219,2*****v,1,['Value For Money: nice\nPerformance: good\nBest Feature(s): OK\nItems received in good condition. Super fast delivery. Item is well packed. Highly\nrecommended.'],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
220,2*****w,1,"[""Even though it's an international product, it's delivered very quickly, it will take 4-5 days to arrive""]",1,{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1},5.0
221,2*****y,1,['delivered promptly and well packaged. been using it well!'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
222,2*****z,1,"['The headphones had really nice sound quality and the mic worked really well. A big difference from the old headphones I use. The lights are also very nice and is a very good quality for such a low price. Recommended for people looking for budget headphones with good quality.', nan]",2,"{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1}",5.0
223,2018meucloset,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
224,2020thong,1,['ขอบคุณสำหรับการบริการที่รวดเร็ว'],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
225,20fongck,1,['Definitely 5 stars. Good quality and good sound at an affordable price. Worth every cent. Highly recommended :)'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
226,20h910icjl,1,"['Same as the ad.\nHeadphones with great audio, worked on bluetooth and has FM radio.\nFor my 5 year old daughter it was too big on the head.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
227,20lhxxcmg_,1,"['Yes auto, the battery life is good, no chirping, I bought a white and blue one my daughters loved it.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
228,20o_6m42os,2,"['Value For Money: good\nPerformance: good\nBest Feature(s): good', 'Value For Money: good\nPerformance: good\nBest Feature(s): good']",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
229,210767varlei,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
230,211avy_pq8,1,['Tested can use\nOriginal\nMade in Vietnam\nReceived next day'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
231,23nguynltrmy,0,[nan],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
232,2471pri,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},4.0
233,24_9lzp_9m,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},4.0
234,24lka,1,['Performance: sound good\nBest Feature(s): good sound heavy bass\nValue For Money: over nothing to ask more..\nThanks seller .. it was a great buy.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
235,2501ahihi,1,"[""Beautiful suitable for virtual life\nI posted a review video on youtube :')\nMessage me and send me the link""]",1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
236,2526272829ab,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
237,252_575,1,"['Very good, very high 10 out of 10']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
238,25angeline,1,['Performance: 👍🏼👍🏼👍🏼👍🏼\nReceived item in good condition. Thanks 😊'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
239,25nguynchunhi8a8,0,[nan],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
240,2623vi,1,"['I liked it, I found it very comfortable and did not come with a full battery lol..\nThe sound is very loud.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
241,26_9voud4u,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
242,26agustinna,1,['Value For Money: good\nPerformance: good'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
243,27danzo,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
244,27jainuri,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
245,2801km,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
246,28grl0dqo7,0,[nan],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
247,290cats,0,[nan],1,{'68d31ebb-4d28-4d51-9c1c-dff1ceb26c3f': 1},1.0
248,291265ych,1,"['Great bargain price during flash sales, pure bass sound with the budget headphones']",1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
249,292lltywrn,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
250,29bajf8yqx,1,['Great product loved it'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
251,29syl7xi4w,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
252,29xx65,1,"['Good quality and affordable, looks great too. Hope it lasts']",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
253,2asz8dcw11,1,"['Good value for money not bad', nan]",2,"{'3e307863-4688-482d-ba2b-4a229b2c9b69': 1, 'c6248603-e4db-403f-a7d2-4139e8463d34': 1}",5.0
254,2c_bop1pe1,0,[nan],1,{'686a7024-e0ea-459f-81a5-e06b947b3c88': 1},5.0
255,2charluangels,1,"['First in love this ear phone, received in good packaging, will use its thanks']",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
256,2d_49apirc,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},4.0
257,2dff574c34,1,['I liked the product'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
258,2e0mgm3vgs,1,['It sounds so quiet'],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
259,2e1txsk0dp,1,"['Performance: Good\nBest Feature(s): light, easy to carry\nValue For Money: Fair\nPackaging is good. Arrive earlier than expected date. Can connect to both phone and Laptop⭐ . But the sound can be heard from outside abit ,I guess!! Anyhow, overall is good!']",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
260,2ejgzbvcns,1,['Performance: Good\nBest Feature(s): Good\nValue For Money: ok\nWell packed and received in good condition Thanks seller'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
261,2eyjbkaeph,1,['Great very good works perfectly'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
262,2f85vv8fds,1,['Performance: real pict\nValue For Money: lumayan murah\nBest Feature(s): best colour\nKnpa cepet low ya batrenya'],1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},5.0
263,2fyz1s_iwj,1,"[""Product more or less! The volume is high but the quality is not very good, but it's worth it for the price""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},3.0
264,2ghv1iqmr2,1,"['Great product, came well packaged, loved it, product as described.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
265,2gniy,0,[nan],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
266,2gyc6lu6et,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
267,2hj6mkwkg8,1,"[""Honest review - The whole headphone is too plastic and even the extension part is plastic. I don't forsee this headphone will last long if the user is rough person.\nBass wise also disappointing. My previous China brand sound was much better.\nThe sponge also poor quality. Feel hot after 15mins usage.""]",1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},3.0
268,2iwuel4qkz,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
269,2iy9ym72a_gmjt35jvzz_q1xwivm,0,[nan],1,{'40bd8f74-3912-4671-83dc-b0596ec2246f': 1},5.0
270,2k_jpge0yk,1,['Best Feature(s): Build quality is good\nValue For Money: Good\nPerformance: Ok but not great - bit too wide for my headphones'],1,{'02ba02b9-5a73-455f-9ed3-99d4df1c606e': 1},4.0
271,2kq4p3dh8c,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
272,2kub2n_bwv,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
273,2oc2mfvj3o,0,[nan],1,{'4eec4d16-0b8d-40c9-be7b-b444955589c5': 1},5.0
274,2odsw20s3j,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},4.0
275,2or9bj4ho6,0,[nan],1,{'c34a9e33-e895-4b08-af20-e5ae6a0876dd': 1},5.0
276,2ot6tjudlj,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},4.0
277,2q1palc0lq,1,['Color is nice . Sounds ok . Great deal for the price.  Seem sturdy'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
278,2qqiyatsfb,0,"[nan, nan]",1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 2},5.0
279,2rhn84ui5o,1,"[""Haven't heard yet but well packed, item as expected, beautiful. Hunted at a discount, so it's cheap. Everyone should buy it""]",1,{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1},5.0
280,2t35ddq1es,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
281,2t6k6e_q26,0,[nan],1,{'b17e829b-3318-49c4-8a94-edc482f7733c': 1},5.0
282,2t_cyber,1,['Performance: good\nBest Feature(s): Yes\nValue For Money: Yes\n👍👍👍'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
283,2tjh9ot0b1,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},4.0
284,2tt_7ua6fa,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
285,2vth3x12nh,1,['VFM.'],1,{'c2e30517-ffa0-47b0-841e-2748f3f0e59d': 1},5.0
286,2yqkb2mh9_,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
287,2z0bazl63w,1,['I bought it is beautiful and the sound is great'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
288,2zqc4snko5,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},4.0
289,2zup1knx8q,1,"[""So pretty. I'll probably buy another purple one :)""]",1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
290,3*****1,3,"['Considerably fast delivery. Box is dented but thank God JBL is not. 👍', 'Nice headphones, correct model. Each crime is not durable \U0001f979 My friend dropped it from about 30cm high to the floor but broke the on/off button \U0001f979 Now I have to plug in the cord to hear it. The sound quality is quite good for the price', 'They arrived safely']",3,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1, '72370986-e271-46ab-9368-4ccb6f31a38d': 1, 'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1}",5.0
291,3*****4,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
292,3*****8,2,"['Very padded and good sound quality. Came in a box and good condition', 'headphone cable loose. unable to hear music when plugged in. must twist and turn a few times only to hear on 1 side\n\nbut bass quite strong. sound clarity can be improved. still a good headphone for this price range.']",2,"{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1}",3.5
293,3*****9,1,"['Value For Money: barely\nPerformance: Mic sucks\nBest Feature(s): listen to music\nMic sucks, went through trouble to return it after back and forth for few days but got told product is fine, LL no choice accept fate for trusting online product🤣🤣🤣🤣']",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},1.0
294,3*****a,1,['Best Feature(s): good.\nPerformance: good.\nValue For Money: worthy .\nVery good sound quality and fast delivery. I like it .Easy to connect with phone. 👍🏻👍🏻👍🏻'],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
295,3*****c,1,['Item received in good order.'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
296,3*****h,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
297,3*****k,1,['good quality'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
298,3*****m,1,"[""Quality: best\nPerformance:  my kind of world but without him\nThe sound is delicious...best.. the quality don't expect perfect like your mother.. the quality is ok, it's okay with the price.. it's strong and strong.. it's best for you to pretending to calm your heart even though your heart is still being hit by him again""]",1,{'40bd8f74-3912-4671-83dc-b0596ec2246f': 1},5.0
299,3*****n,0,[nan],1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
300,3*****s,1,"['received in good condition, looks very good but very tight', nan]",2,"{'c27b8144-4472-420e-a5fe-0372caab2724': 1, 'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1}",5.0
301,3*****t,1,['items delivered safely. sound quality is great. got the free water bottle as advertised. thanks seller.'],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
302,3*****u,1,"['Performance: ok\nValue For Money: yes\nReceived the goods in good condition. The quality of the headphones is good. The soundtrack is clear and the colour is nice too.', nan]",2,"{'10b5c89d-c320-4743-b6db-7962216594f9': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1}",5.0
303,3*****v,1,"['Beautiful, smooth beat, good noise cancellation, good sound, nice color, overall highly rcm']",1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
304,3*****x,1,['Very well packaged😉'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
305,30lfkh7iz1,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
306,314v9ruj46,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},4.0
307,315_z8fqfh,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
308,31dv_xo4k1,1,['Arrived right I loved the color I ordered 💓💛'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
309,31fv8mihep,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
310,31n73cor6t,2,"['Value For Money: ok\nBest Feature(s): unsure\nPerformance: unsure\nNot yet use, so unsure of its best feature and performance. Fast delivery though', 'Best Feature(s): unsure yet\nValue For Money: ok\nPerformance: unsure yet\nYet to use, so unsure of its best feature and performance. Fast delivery but it was not well wrapped with crumbled package']",2,"{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1}",4.5
311,33l9iodgxb,1,"['Very nice headphones, fast delivery. You should try to buy it, everyone.']",1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
312,34n7gf2zrp,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
313,34ndhjmszj,0,[nan],1,{'4eec4d16-0b8d-40c9-be7b-b444955589c5': 1},5.0
314,366340pj,1,['Well I liked the same as in the ad!'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},2.0
315,37dibfz4gt,0,[nan],1,{'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1},5.0
316,37seth2kgj,1,['Great purchase so far. The product looks fragile but works well'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
317,37x81wdc0h,1,['I loved !!!'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
318,38vilhs5ho,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},3.0
319,399ufzpo13,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
320,39xok4vpwq,0,[nan],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
321,3_cuz3nbk8,1,['Item already collect in very good condition. packaging also very secured. no damages. will order soon again'],1,{'72370986-e271-46ab-9368-4ccb6f31a38d': 1},5.0
322,3_n0rbvp9h,0,[nan],1,{'a0576a99-5e5b-4ac9-8dac-aa72e187133e': 1},5.0
323,3_yzdbfuql,0,"[nan, nan]",1,{'ada3b277-7679-4b52-8491-f4101329d86e': 2},5.0
324,3a06ug8x73,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
325,3a0_34m5r8,1,['Performance: Good\nBest Feature(s): White colour\nValue For Money: Good\nI bought the Sonic Gear Wireless Bluetooth head phone for my grandson as a Christmas present. I am so happy that it arrived on time. That is the reason I have not opened the package. My grandson has been admiring this product for a long time and I am sure he will love it.'],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
326,3b11pnp05v,1,['Good quality'],1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
327,3cit_5vx14,1,['Performance: 👍👍👍👍👍 Good stuff'],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
328,3crz0u1opc,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
329,3don._,1,"[""The item is suitable and fast, sorry we don't use post.""]",1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
330,3eh1v5rmzs,0,"[nan, nan]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 2},5.0
331,3esx4esy9t,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
332,3fatsister,0,[nan],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},4.0
333,3fnr_4ulxi,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
334,3gw_8grybi,2,"['good item received it in a short period of time will consider to get it again', 'good item received it in a short period of time will consider to buy it again in the future']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 2},5.0
335,3gzdsrc3c6,1,['Performance: 10/10'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
336,3i2hw11j5g,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
337,3jaf0mfzmm,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
338,3je2b1rrfi,0,[nan],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
339,3l24fufif9,1,"['Order arrived very fast, thank you Seller, appreciate your response to me.']",1,{'51f70b33-555b-4d40-ad73-a4f19446fc73': 1},5.0
